LYLTY_CARD_NBR,PREMIUM_CUSTOMER,AGE,SITUATION
2452,Budget,OLDER,SINGLES/COUPLES
2454,Budget,MIDAGE,SINGLES/COUPLES
2456,Budget,YOUNG,SINGLES/COUPLES
2457,Mainstream,YOUNG,SINGLES/COUPLES
2458,Premium,YOUNG,SINGLES/COUPLES
2460,Premium,OLDER,SINGLES/COUPLES
2466,Budget,YOUNG,SINGLES/COUPLES
2467,Premium,OLDER,SINGLES/COUPLES
2468,Budget,OLDER,SINGLES/COUPLES
2469,Mainstream,OLDER,FAMILIES
2470,Budget,YOUNG,FAMILIES
2471,Premium,YOUNG,FAMILIES
2472,Premium,YOUNG,FAMILIES
2477,Premium,YOUNG,SINGLES/COUPLES
2478,Premium,OLDER,SINGLES/COUPLES
2479,Budget,YOUNG,FAMILIES
2480,Premium,RETIREES,
2481,Budget,MIDAGE,SINGLES/COUPLES
2482,Budget,RETIREES,
2483,Premium,OLDER,SINGLES/COUPLES
2484,Mainstream,RETIREES,
2486,Premium,OLDER,FAMILIES
2489,Mainstream,YOUNG,FAMILIES
2491,Premium,MIDAGE,SINGLES/COUPLES
2492,Mainstream,OLDER,SINGLES/COUPLES
2493,Premium,YOUNG,SINGLES/COUPLES
2494,Mainstream,YOUNG,SINGLES/COUPLES
3000,Budget,OLDER,SINGLES/COUPLES
3001,Budget,YOUNG,FAMILIES
3002,Premium,OLDER,SINGLES/COUPLES
3003,Budget,RETIREES,
3004,Premium,RETIREES,
3005,Mainstream,RETIREES,
3006,Mainstream,YOUNG,SINGLES/COUPLES
3007,Mainstream,MIDAGE,SINGLES/COUPLES
3008,Budget,RETIREES,
3009,Mainstream,OLDER,SINGLES/COUPLES
3010,Mainstream,RETIREES,
3011,Premium,RETIREES,
3012,Budget,OLDER,FAMILIES
3013,Premium,OLDER,FAMILIES
3014,Mainstream,YOUNG,SINGLES/COUPLES
3015,Budget,YOUNG,FAMILIES
3016,Budget,YOUNG,FAMILIES
3017,Mainstream,RETIREES,
3018,Budget,OLDER,SINGLES/COUPLES
3019,Mainstream,OLDER,SINGLES/COUPLES
3020,Premium,MIDAGE,SINGLES/COUPLES
3022,Budget,YOUNG,FAMILIES
3023,Premium,MIDAGE,SINGLES/COUPLES
3024,Premium,OLDER,SINGLES/COUPLES
3025,Premium,YOUNG,FAMILIES
3026,Mainstream,YOUNG,SINGLES/COUPLES
3027,Premium,OLDER,SINGLES/COUPLES
3028,Mainstream,YOUNG,FAMILIES
3029,Premium,MIDAGE,SINGLES/COUPLES
3030,Premium,OLDER,SINGLES/COUPLES
3031,Mainstream,YOUNG,SINGLES/COUPLES
3032,Mainstream,YOUNG,SINGLES/COUPLES
3033,Budget,RETIREES,
3034,Mainstream,RETIREES,
3035,Budget,OLDER,SINGLES/COUPLES
3036,Mainstream,NEW,FAMILIES
3037,Budget,OLDER,SINGLES/COUPLES
3038,Budget,RETIREES,
3039,Budget,YOUNG,SINGLES/COUPLES
3040,Budget,RETIREES,
3041,Budget,YOUNG,SINGLES/COUPLES
3042,Premium,MIDAGE,SINGLES/COUPLES
3043,Premium,RETIREES,
3044,Premium,RETIREES,
3045,Mainstream,RETIREES,
3046,Premium,OLDER,SINGLES/COUPLES
3047,Mainstream,OLDER,FAMILIES
3048,Premium,OLDER,SINGLES/COUPLES
3049,Mainstream,OLDER,FAMILIES
3050,Premium,YOUNG,FAMILIES
3051,Budget,OLDER,SINGLES/COUPLES
3052,Mainstream,MIDAGE,SINGLES/COUPLES
3053,Mainstream,OLDER,SINGLES/COUPLES
3054,Budget,YOUNG,FAMILIES
3055,Mainstream,OLDER,FAMILIES
3056,Budget,OLDER,FAMILIES
3057,Mainstream,OLDER,SINGLES/COUPLES
3058,Mainstream,OLDER,SINGLES/COUPLES
3059,Mainstream,RETIREES,
3060,Mainstream,RETIREES,
3061,Mainstream,YOUNG,FAMILIES
3062,Budget,OLDER,SINGLES/COUPLES
3063,Premium,RETIREES,
3064,Mainstream,RETIREES,
3065,Mainstream,RETIREES,
3066,Mainstream,YOUNG,SINGLES/COUPLES
3067,Premium,RETIREES,
3068,Mainstream,OLDER,FAMILIES
3069,Mainstream,OLDER,SINGLES/COUPLES
3070,Budget,OLDER,FAMILIES
3071,Budget,YOUNG,SINGLES/COUPLES
3072,Budget,RETIREES,
3073,Mainstream,YOUNG,SINGLES/COUPLES
3074,Mainstream,RETIREES,
3075,Mainstream,YOUNG,SINGLES/COUPLES
3076,Mainstream,RETIREES,
3077,Premium,RETIREES,
3078,Premium,OLDER,FAMILIES
3079,Budget,OLDER,SINGLES/COUPLES
3080,Budget,RETIREES,
3081,Budget,RETIREES,
3082,Premium,YOUNG,SINGLES/COUPLES
3083,Mainstream,YOUNG,SINGLES/COUPLES
3084,Premium,OLDER,FAMILIES
3085,Premium,RETIREES,
3086,Budget,OLDER,SINGLES/COUPLES
3087,Budget,RETIREES,
3088,Budget,OLDER,FAMILIES
3089,Mainstream,OLDER,SINGLES/COUPLES
3090,Budget,YOUNG,FAMILIES
3091,Mainstream,OLDER,SINGLES/COUPLES
3092,Mainstream,RETIREES,
3093,Mainstream,YOUNG,SINGLES/COUPLES
3094,Mainstream,MIDAGE,SINGLES/COUPLES
3095,Premium,OLDER,SINGLES/COUPLES
3096,Mainstream,RETIREES,
3097,Budget,RETIREES,
3098,Budget,YOUNG,SINGLES/COUPLES
3099,Mainstream,RETIREES,
3100,Mainstream,OLDER,FAMILIES
3101,Premium,YOUNG,SINGLES/COUPLES
3102,Premium,YOUNG,FAMILIES
3103,Premium,RETIREES,
3104,Budget,YOUNG,SINGLES/COUPLES
3105,Mainstream,OLDER,SINGLES/COUPLES
3106,Budget,YOUNG,SINGLES/COUPLES
3107,Premium,OLDER,SINGLES/COUPLES
3108,Budget,YOUNG,SINGLES/COUPLES
3109,Budget,YOUNG,SINGLES/COUPLES
3110,Mainstream,YOUNG,SINGLES/COUPLES
3111,Premium,RETIREES,
3112,Premium,NEW,FAMILIES
3113,Mainstream,YOUNG,SINGLES/COUPLES
3114,Mainstream,MIDAGE,SINGLES/COUPLES
3115,Mainstream,MIDAGE,SINGLES/COUPLES
3116,Mainstream,YOUNG,SINGLES/COUPLES
3117,Premium,MIDAGE,SINGLES/COUPLES
3118,Mainstream,YOUNG,SINGLES/COUPLES
3119,Premium,RETIREES,
3120,Mainstream,YOUNG,SINGLES/COUPLES
3121,Budget,OLDER,FAMILIES
3122,Budget,OLDER,FAMILIES
3123,Budget,OLDER,SINGLES/COUPLES
3124,Budget,RETIREES,
3125,Budget,OLDER,SINGLES/COUPLES
3126,Premium,RETIREES,
3127,Mainstream,OLDER,FAMILIES
3128,Premium,OLDER,SINGLES/COUPLES
3129,Budget,OLDER,FAMILIES
3130,Mainstream,YOUNG,FAMILIES
3131,Mainstream,YOUNG,SINGLES/COUPLES
3132,Premium,OLDER,SINGLES/COUPLES
3133,Premium,NEW,FAMILIES
3134,Mainstream,MIDAGE,SINGLES/COUPLES
3135,Premium,YOUNG,FAMILIES
3136,Premium,NEW,FAMILIES
3137,Mainstream,MIDAGE,SINGLES/COUPLES
3138,Premium,RETIREES,
3139,Premium,OLDER,SINGLES/COUPLES
3140,Mainstream,OLDER,SINGLES/COUPLES
3141,Budget,YOUNG,FAMILIES
3142,Premium,YOUNG,SINGLES/COUPLES
3143,Premium,OLDER,SINGLES/COUPLES
3144,Premium,RETIREES,
3145,Budget,YOUNG,SINGLES/COUPLES
3146,Mainstream,YOUNG,SINGLES/COUPLES
3147,Budget,OLDER,FAMILIES
3148,Mainstream,RETIREES,
3149,Mainstream,RETIREES,
3150,Mainstream,YOUNG,FAMILIES
3151,Mainstream,RETIREES,
3152,Mainstream,RETIREES,
3153,Premium,MIDAGE,SINGLES/COUPLES
3154,Mainstream,RETIREES,
3155,Budget,YOUNG,SINGLES/COUPLES
3156,Mainstream,RETIREES,
3157,Mainstream,OLDER,SINGLES/COUPLES
3158,Mainstream,OLDER,SINGLES/COUPLES
3159,Mainstream,MIDAGE,SINGLES/COUPLES
3160,Premium,OLDER,SINGLES/COUPLES
3161,Premium,RETIREES,
3162,Budget,OLDER,SINGLES/COUPLES
3163,Mainstream,YOUNG,FAMILIES
3164,Budget,MIDAGE,SINGLES/COUPLES
3165,Premium,OLDER,SINGLES/COUPLES
3166,Premium,OLDER,SINGLES/COUPLES
3167,Budget,MIDAGE,SINGLES/COUPLES
3168,Mainstream,YOUNG,SINGLES/COUPLES
3169,Mainstream,NEW,FAMILIES
3170,Mainstream,YOUNG,SINGLES/COUPLES
3171,Budget,OLDER,SINGLES/COUPLES
3172,Budget,RETIREES,
3173,Mainstream,OLDER,SINGLES/COUPLES
3174,Mainstream,OLDER,SINGLES/COUPLES
3175,Budget,YOUNG,FAMILIES
3176,Mainstream,OLDER,FAMILIES
3177,Premium,NEW,FAMILIES
3178,Budget,OLDER,SINGLES/COUPLES
3179,Mainstream,YOUNG,FAMILIES
3180,Budget,RETIREES,
3181,Premium,OLDER,SINGLES/COUPLES
3182,Mainstream,YOUNG,SINGLES/COUPLES
3183,Mainstream,OLDER,SINGLES/COUPLES
3184,Budget,NEW,FAMILIES
3185,Premium,OLDER,SINGLES/COUPLES
3186,Budget,RETIREES,
3187,Budget,RETIREES,
3188,Budget,NEW,FAMILIES
3189,Budget,RETIREES,
3190,Mainstream,OLDER,SINGLES/COUPLES
3191,Budget,RETIREES,
3192,Mainstream,YOUNG,FAMILIES
3193,Premium,YOUNG,FAMILIES
3194,Budget,OLDER,FAMILIES
3195,Mainstream,RETIREES,
3196,Premium,MIDAGE,SINGLES/COUPLES
3197,Mainstream,RETIREES,
3198,Premium,OLDER,SINGLES/COUPLES
3199,Budget,OLDER,SINGLES/COUPLES
3201,Budget,OLDER,SINGLES/COUPLES
3202,Mainstream,OLDER,SINGLES/COUPLES
3203,Budget,YOUNG,FAMILIES
3204,Premium,RETIREES,
3205,Budget,OLDER,FAMILIES
3206,Budget,OLDER,FAMILIES
3207,Mainstream,YOUNG,SINGLES/COUPLES
3208,Premium,YOUNG,FAMILIES
3209,Mainstream,YOUNG,FAMILIES
3210,Premium,RETIREES,
3211,Budget,RETIREES,
3212,Mainstream,RETIREES,
3213,Premium,OLDER,SINGLES/COUPLES
3214,Budget,OLDER,FAMILIES
3215,Premium,RETIREES,
3216,Mainstream,OLDER,SINGLES/COUPLES
3217,Budget,RETIREES,
3218,Budget,YOUNG,FAMILIES
3219,Budget,RETIREES,
3220,Premium,OLDER,SINGLES/COUPLES
3221,Budget,YOUNG,SINGLES/COUPLES
3222,Budget,RETIREES,
3223,Premium,YOUNG,FAMILIES
3224,Mainstream,RETIREES,
3225,Premium,YOUNG,FAMILIES
3226,Budget,OLDER,FAMILIES
3227,Budget,YOUNG,FAMILIES
3228,Mainstream,OLDER,FAMILIES
3229,Mainstream,RETIREES,
3230,Mainstream,OLDER,SINGLES/COUPLES
3231,Mainstream,YOUNG,SINGLES/COUPLES
3232,Budget,RETIREES,
3233,Budget,OLDER,SINGLES/COUPLES
3234,Mainstream,RETIREES,
3235,Budget,OLDER,SINGLES/COUPLES
3236,Mainstream,YOUNG,FAMILIES
3237,Budget,YOUNG,SINGLES/COUPLES
3238,Mainstream,YOUNG,SINGLES/COUPLES
3239,Mainstream,OLDER,FAMILIES
3240,Premium,OLDER,FAMILIES
3241,Premium,YOUNG,FAMILIES
3242,Premium,YOUNG,SINGLES/COUPLES
3243,Mainstream,OLDER,SINGLES/COUPLES
3244,Premium,YOUNG,FAMILIES
3245,Premium,MIDAGE,SINGLES/COUPLES
3246,Budget,OLDER,SINGLES/COUPLES
3247,Mainstream,MIDAGE,SINGLES/COUPLES
3248,Premium,OLDER,SINGLES/COUPLES
3249,Premium,OLDER,SINGLES/COUPLES
3250,Mainstream,YOUNG,SINGLES/COUPLES
3251,Mainstream,YOUNG,SINGLES/COUPLES
3252,Mainstream,YOUNG,SINGLES/COUPLES
3253,Premium,YOUNG,SINGLES/COUPLES
3254,Budget,YOUNG,FAMILIES
3255,Mainstream,YOUNG,SINGLES/COUPLES
3256,Premium,OLDER,SINGLES/COUPLES
3257,Budget,RETIREES,
3258,Mainstream,NEW,FAMILIES
3259,Premium,RETIREES,
3260,Premium,RETIREES,
3261,Mainstream,OLDER,SINGLES/COUPLES
3262,Budget,OLDER,FAMILIES
3263,Mainstream,YOUNG,SINGLES/COUPLES
3264,Budget,YOUNG,FAMILIES
3265,Mainstream,YOUNG,FAMILIES
3266,Premium,YOUNG,SINGLES/COUPLES
3267,Mainstream,YOUNG,SINGLES/COUPLES
3268,Budget,OLDER,FAMILIES
3269,Mainstream,OLDER,SINGLES/COUPLES
3270,Budget,YOUNG,FAMILIES
3271,Budget,RETIREES,
3272,Premium,YOUNG,FAMILIES
3273,Mainstream,MIDAGE,SINGLES/COUPLES
3274,Budget,YOUNG,SINGLES/COUPLES
3275,Budget,OLDER,SINGLES/COUPLES
3276,Budget,OLDER,SINGLES/COUPLES
3277,Budget,RETIREES,
3278,Mainstream,YOUNG,SINGLES/COUPLES
3279,Mainstream,MIDAGE,SINGLES/COUPLES
3280,Premium,OLDER,SINGLES/COUPLES
3282,Budget,NEW,FAMILIES
3283,Premium,OLDER,SINGLES/COUPLES
3284,Budget,YOUNG,FAMILIES
3285,Budget,OLDER,SINGLES/COUPLES
3286,Premium,RETIREES,
3287,Premium,MIDAGE,SINGLES/COUPLES
3288,Premium,MIDAGE,SINGLES/COUPLES
3289,Mainstream,OLDER,FAMILIES
3290,Premium,RETIREES,
3291,Mainstream,OLDER,FAMILIES
3292,Premium,MIDAGE,SINGLES/COUPLES
3293,Mainstream,OLDER,SINGLES/COUPLES
3294,Mainstream,MIDAGE,SINGLES/COUPLES
3295,Mainstream,RETIREES,
3296,Budget,OLDER,SINGLES/COUPLES
3297,Premium,OLDER,SINGLES/COUPLES
3298,Budget,OLDER,FAMILIES
3299,Mainstream,MIDAGE,SINGLES/COUPLES
3300,Mainstream,RETIREES,
3301,Budget,OLDER,FAMILIES
3302,Mainstream,OLDER,FAMILIES
3303,Premium,MIDAGE,SINGLES/COUPLES
3304,Mainstream,MIDAGE,SINGLES/COUPLES
3305,Mainstream,YOUNG,SINGLES/COUPLES
3306,Premium,OLDER,FAMILIES
3307,Mainstream,OLDER,FAMILIES
3308,Mainstream,OLDER,SINGLES/COUPLES
3309,Premium,YOUNG,FAMILIES
3310,Mainstream,YOUNG,SINGLES/COUPLES
3311,Budget,YOUNG,SINGLES/COUPLES
3312,Mainstream,OLDER,SINGLES/COUPLES
3313,Budget,OLDER,FAMILIES
3314,Budget,OLDER,FAMILIES
3315,Premium,OLDER,FAMILIES
3316,Mainstream,YOUNG,SINGLES/COUPLES
3317,Premium,OLDER,SINGLES/COUPLES
3318,Mainstream,RETIREES,
3319,Budget,RETIREES,
3320,Mainstream,MIDAGE,SINGLES/COUPLES
3322,Mainstream,RETIREES,
3323,Mainstream,RETIREES,
3324,Budget,YOUNG,SINGLES/COUPLES
3325,Mainstream,OLDER,SINGLES/COUPLES
3326,Budget,MIDAGE,SINGLES/COUPLES
3327,Premium,OLDER,SINGLES/COUPLES
3328,Premium,YOUNG,FAMILIES
3329,Mainstream,YOUNG,SINGLES/COUPLES
3330,Premium,YOUNG,SINGLES/COUPLES
3331,Mainstream,YOUNG,SINGLES/COUPLES
3332,Premium,RETIREES,
3333,Mainstream,OLDER,FAMILIES
3334,Mainstream,OLDER,SINGLES/COUPLES
3335,Budget,NEW,FAMILIES
3336,Mainstream,YOUNG,SINGLES/COUPLES
3337,Mainstream,YOUNG,SINGLES/COUPLES
3338,Mainstream,YOUNG,SINGLES/COUPLES
3339,Mainstream,YOUNG,SINGLES/COUPLES
3340,Budget,OLDER,SINGLES/COUPLES
3341,Mainstream,YOUNG,SINGLES/COUPLES
3342,Budget,OLDER,FAMILIES
3343,Mainstream,MIDAGE,SINGLES/COUPLES
3344,Mainstream,YOUNG,FAMILIES
3345,Budget,OLDER,SINGLES/COUPLES
3346,Mainstream,YOUNG,FAMILIES
3347,Mainstream,OLDER,FAMILIES
3348,Budget,OLDER,FAMILIES
3349,Budget,MIDAGE,SINGLES/COUPLES
3350,Budget,YOUNG,FAMILIES
3351,Mainstream,RETIREES,
3352,Budget,OLDER,SINGLES/COUPLES
3353,Budget,YOUNG,FAMILIES
3354,Mainstream,YOUNG,SINGLES/COUPLES
3355,Budget,OLDER,FAMILIES
3356,Budget,RETIREES,
3357,Budget,OLDER,FAMILIES
3358,Budget,OLDER,SINGLES/COUPLES
3359,Mainstream,YOUNG,SINGLES/COUPLES
3360,Budget,OLDER,SINGLES/COUPLES
3361,Budget,NEW,FAMILIES
3362,Mainstream,OLDER,SINGLES/COUPLES
3363,Mainstream,RETIREES,
3364,Mainstream,YOUNG,FAMILIES
3365,Budget,OLDER,SINGLES/COUPLES
3366,Premium,RETIREES,
3367,Budget,OLDER,SINGLES/COUPLES
4000,Mainstream,YOUNG,SINGLES/COUPLES
4001,Mainstream,YOUNG,SINGLES/COUPLES
4002,Mainstream,YOUNG,SINGLES/COUPLES
4003,Mainstream,OLDER,FAMILIES
4004,Budget,RETIREES,
4005,Budget,OLDER,FAMILIES
4006,Mainstream,RETIREES,
4007,Premium,YOUNG,FAMILIES
4008,Mainstream,YOUNG,FAMILIES
4009,Mainstream,YOUNG,SINGLES/COUPLES
4010,Mainstream,MIDAGE,SINGLES/COUPLES
4011,Mainstream,NEW,FAMILIES
4012,Mainstream,YOUNG,SINGLES/COUPLES
4013,Premium,RETIREES,
4014,Mainstream,OLDER,SINGLES/COUPLES
4015,Mainstream,OLDER,FAMILIES
4016,Budget,MIDAGE,SINGLES/COUPLES
4017,Premium,MIDAGE,SINGLES/COUPLES
4018,Budget,YOUNG,FAMILIES
4019,Budget,RETIREES,
4020,Mainstream,YOUNG,SINGLES/COUPLES
4021,Premium,OLDER,SINGLES/COUPLES
4022,Premium,OLDER,SINGLES/COUPLES
4023,Mainstream,YOUNG,SINGLES/COUPLES
4024,Budget,NEW,FAMILIES
4025,Budget,YOUNG,FAMILIES
4026,Mainstream,OLDER,SINGLES/COUPLES
4027,Mainstream,NEW,FAMILIES
4028,Mainstream,RETIREES,
4029,Mainstream,RETIREES,
4030,Budget,OLDER,FAMILIES
4031,Mainstream,YOUNG,SINGLES/COUPLES
4032,Mainstream,YOUNG,FAMILIES
4033,Budget,RETIREES,
4034,Mainstream,MIDAGE,SINGLES/COUPLES
4035,Budget,RETIREES,
4036,Budget,RETIREES,
4037,Mainstream,RETIREES,
4038,Premium,OLDER,SINGLES/COUPLES
4039,Mainstream,RETIREES,
4040,Mainstream,YOUNG,SINGLES/COUPLES
4041,Budget,RETIREES,
4042,Mainstream,OLDER,SINGLES/COUPLES
4043,Premium,OLDER,SINGLES/COUPLES
4044,Mainstream,NEW,FAMILIES
4045,Mainstream,YOUNG,SINGLES/COUPLES
4046,Mainstream,OLDER,FAMILIES
4047,Premium,OLDER,SINGLES/COUPLES
4048,Budget,OLDER,FAMILIES
4049,Premium,MIDAGE,SINGLES/COUPLES
4050,Premium,OLDER,SINGLES/COUPLES
4051,Budget,RETIREES,
4052,Premium,RETIREES,
4053,Premium,OLDER,FAMILIES
4054,Mainstream,MIDAGE,SINGLES/COUPLES
4055,Premium,OLDER,SINGLES/COUPLES
4056,Premium,NEW,FAMILIES
4057,Mainstream,OLDER,SINGLES/COUPLES
4058,Mainstream,YOUNG,SINGLES/COUPLES
4059,Premium,MIDAGE,SINGLES/COUPLES
4060,Budget,YOUNG,FAMILIES
4061,Mainstream,OLDER,SINGLES/COUPLES
4062,Budget,OLDER,SINGLES/COUPLES
4063,Mainstream,MIDAGE,SINGLES/COUPLES
4064,Budget,YOUNG,FAMILIES
4065,Premium,RETIREES,
4066,Mainstream,OLDER,FAMILIES
4067,Premium,RETIREES,
4068,Mainstream,MIDAGE,SINGLES/COUPLES
4069,Mainstream,RETIREES,
4070,Mainstream,RETIREES,
4071,Mainstream,YOUNG,FAMILIES
4072,Budget,MIDAGE,SINGLES/COUPLES
4073,Premium,RETIREES,
4074,Budget,MIDAGE,SINGLES/COUPLES
4075,Mainstream,YOUNG,FAMILIES
4076,Mainstream,RETIREES,
4077,Mainstream,RETIREES,
4078,Premium,RETIREES,
4079,Budget,OLDER,SINGLES/COUPLES
4080,Budget,RETIREES,
4081,Mainstream,YOUNG,SINGLES/COUPLES
4082,Mainstream,YOUNG,SINGLES/COUPLES
4083,Mainstream,YOUNG,SINGLES/COUPLES
4084,Mainstream,NEW,FAMILIES
4085,Budget,OLDER,SINGLES/COUPLES
4086,Budget,OLDER,FAMILIES
4087,Mainstream,OLDER,FAMILIES
4088,Premium,OLDER,SINGLES/COUPLES
4089,Premium,OLDER,SINGLES/COUPLES
4090,Budget,YOUNG,FAMILIES
4091,Budget,YOUNG,FAMILIES
4092,Premium,OLDER,SINGLES/COUPLES
4093,Budget,OLDER,SINGLES/COUPLES
4094,Budget,OLDER,SINGLES/COUPLES
4095,Budget,RETIREES,
4096,Budget,OLDER,FAMILIES
4097,Mainstream,YOUNG,SINGLES/COUPLES
4098,Budget,RETIREES,
4099,Premium,OLDER,SINGLES/COUPLES
4100,Premium,OLDER,SINGLES/COUPLES
4101,Budget,OLDER,SINGLES/COUPLES
4102,Mainstream,RETIREES,
4103,Budget,YOUNG,FAMILIES
4104,Premium,RETIREES,
4105,Mainstream,YOUNG,SINGLES/COUPLES
4106,Budget,MIDAGE,SINGLES/COUPLES
4107,Mainstream,RETIREES,
4108,Mainstream,NEW,FAMILIES
4109,Budget,YOUNG,SINGLES/COUPLES
4110,Mainstream,YOUNG,SINGLES/COUPLES
4111,Mainstream,MIDAGE,SINGLES/COUPLES
4112,Premium,OLDER,SINGLES/COUPLES
4113,Premium,OLDER,SINGLES/COUPLES
4114,Premium,NEW,FAMILIES
4115,Mainstream,RETIREES,
4116,Premium,YOUNG,SINGLES/COUPLES
4117,Mainstream,RETIREES,
4118,Mainstream,YOUNG,SINGLES/COUPLES
4119,Mainstream,RETIREES,
4120,Mainstream,MIDAGE,SINGLES/COUPLES
4121,Budget,OLDER,SINGLES/COUPLES
4122,Budget,OLDER,FAMILIES
4123,Mainstream,MIDAGE,SINGLES/COUPLES
4124,Mainstream,OLDER,FAMILIES
4125,Mainstream,MIDAGE,SINGLES/COUPLES
4126,Premium,RETIREES,
4127,Mainstream,YOUNG,FAMILIES
4128,Mainstream,OLDER,SINGLES/COUPLES
4129,Mainstream,NEW,FAMILIES
4130,Premium,OLDER,SINGLES/COUPLES
4131,Premium,OLDER,FAMILIES
4132,Mainstream,OLDER,SINGLES/COUPLES
4133,Premium,RETIREES,
4134,Mainstream,YOUNG,FAMILIES
4135,Premium,OLDER,SINGLES/COUPLES
4136,Budget,RETIREES,
4137,Mainstream,RETIREES,
4138,Premium,MIDAGE,SINGLES/COUPLES
4139,Mainstream,YOUNG,SINGLES/COUPLES
4140,Mainstream,OLDER,SINGLES/COUPLES
4141,Premium,RETIREES,
4142,Mainstream,OLDER,SINGLES/COUPLES
4143,Mainstream,OLDER,FAMILIES
4144,Premium,RETIREES,
4145,Mainstream,OLDER,SINGLES/COUPLES
4146,Budget,OLDER,FAMILIES
4147,Budget,RETIREES,
4148,Budget,OLDER,SINGLES/COUPLES
4149,Budget,MIDAGE,SINGLES/COUPLES
4150,Premium,OLDER,SINGLES/COUPLES
4151,Budget,OLDER,SINGLES/COUPLES
4152,Mainstream,MIDAGE,SINGLES/COUPLES
4153,Mainstream,RETIREES,
4154,Premium,OLDER,FAMILIES
4155,Mainstream,NEW,FAMILIES
4156,Premium,OLDER,FAMILIES
4157,Budget,YOUNG,FAMILIES
4158,Mainstream,RETIREES,
4159,Budget,YOUNG,SINGLES/COUPLES
4160,Budget,YOUNG,FAMILIES
4161,Premium,MIDAGE,SINGLES/COUPLES
4162,Budget,YOUNG,FAMILIES
4163,Budget,OLDER,FAMILIES
4164,Mainstream,YOUNG,FAMILIES
4165,Mainstream,YOUNG,SINGLES/COUPLES
4166,Premium,NEW,FAMILIES
4167,Budget,OLDER,FAMILIES
4168,Budget,YOUNG,SINGLES/COUPLES
4169,Premium,OLDER,FAMILIES
4170,Premium,MIDAGE,SINGLES/COUPLES
4171,Budget,RETIREES,
4172,Mainstream,YOUNG,SINGLES/COUPLES
4173,Mainstream,OLDER,SINGLES/COUPLES
4174,Budget,YOUNG,FAMILIES
4175,Premium,MIDAGE,SINGLES/COUPLES
4176,Mainstream,RETIREES,
4177,Mainstream,OLDER,FAMILIES
4178,Budget,OLDER,FAMILIES
4179,Premium,RETIREES,
4180,Premium,RETIREES,
4181,Mainstream,YOUNG,SINGLES/COUPLES
4182,Mainstream,YOUNG,SINGLES/COUPLES
4183,Mainstream,OLDER,SINGLES/COUPLES
4184,Budget,YOUNG,FAMILIES
4185,Mainstream,RETIREES,
4186,Premium,RETIREES,
4187,Mainstream,MIDAGE,SINGLES/COUPLES
4188,Budget,OLDER,SINGLES/COUPLES
4189,Budget,YOUNG,SINGLES/COUPLES
4190,Budget,YOUNG,SINGLES/COUPLES
4191,Budget,RETIREES,
4192,Mainstream,OLDER,SINGLES/COUPLES
4193,Mainstream,RETIREES,
4194,Mainstream,YOUNG,FAMILIES
4195,Premium,RETIREES,
4196,Budget,MIDAGE,SINGLES/COUPLES
4197,Budget,OLDER,SINGLES/COUPLES
4198,Budget,OLDER,SINGLES/COUPLES
4199,Mainstream,RETIREES,
4200,Premium,OLDER,SINGLES/COUPLES
4201,Mainstream,OLDER,SINGLES/COUPLES
4202,Budget,RETIREES,
4203,Premium,MIDAGE,SINGLES/COUPLES
4204,Budget,OLDER,SINGLES/COUPLES
4205,Budget,YOUNG,FAMILIES
4206,Budget,OLDER,SINGLES/COUPLES
4207,Mainstream,OLDER,SINGLES/COUPLES
4208,Mainstream,OLDER,SINGLES/COUPLES
4209,Mainstream,YOUNG,SINGLES/COUPLES
4210,Mainstream,MIDAGE,SINGLES/COUPLES
4211,Budget,NEW,FAMILIES
4212,Mainstream,OLDER,SINGLES/COUPLES
4213,Mainstream,OLDER,FAMILIES
4214,Mainstream,RETIREES,
4215,Budget,YOUNG,FAMILIES
4216,Premium,RETIREES,
4217,Budget,RETIREES,
4218,Mainstream,OLDER,SINGLES/COUPLES
4219,Budget,OLDER,SINGLES/COUPLES
4220,Mainstream,RETIREES,
4221,Mainstream,OLDER,FAMILIES
4222,Budget,YOUNG,FAMILIES
4223,Premium,NEW,FAMILIES
4225,Mainstream,MIDAGE,SINGLES/COUPLES
4226,Mainstream,OLDER,SINGLES/COUPLES
4227,Mainstream,RETIREES,
4228,Budget,RETIREES,
4229,Premium,MIDAGE,SINGLES/COUPLES
4230,Mainstream,OLDER,SINGLES/COUPLES
4231,Mainstream,RETIREES,
4232,Premium,MIDAGE,SINGLES/COUPLES
4233,Mainstream,OLDER,FAMILIES
4234,Premium,OLDER,FAMILIES
4235,Premium,OLDER,SINGLES/COUPLES
4236,Budget,OLDER,FAMILIES
4237,Budget,OLDER,SINGLES/COUPLES
4238,Mainstream,OLDER,FAMILIES
4239,Mainstream,RETIREES,
4240,Premium,YOUNG,FAMILIES
4241,Premium,NEW,FAMILIES
4242,Budget,NEW,FAMILIES
4243,Premium,OLDER,SINGLES/COUPLES
4244,Budget,OLDER,FAMILIES
4245,Budget,YOUNG,FAMILIES
4246,Mainstream,YOUNG,SINGLES/COUPLES
4247,Premium,MIDAGE,SINGLES/COUPLES
4248,Budget,OLDER,FAMILIES
4249,Mainstream,RETIREES,
4250,Budget,RETIREES,
4251,Mainstream,YOUNG,SINGLES/COUPLES
4252,Budget,RETIREES,
4253,Premium,RETIREES,
4254,Mainstream,MIDAGE,SINGLES/COUPLES
4255,Mainstream,RETIREES,
4256,Budget,OLDER,FAMILIES
